,efficiency,quality,end_time,start_time,time_offset,update_time,create_time,sleep_duration_in_hour,Date,week_day,year_month,sleep_start_hour,sleep_wakeup_hour,next_start_time,next_end_time,delta
25,92.230576,,2018-10-19 05:39:00.000,2018-10-18 23:00:00.000,UTC-0400,2018-10-19 05:39:57.248,2018-10-19 05:39:57.248,6.65,2018-10-18,Thursday,2018-10,23,5,2018-10-19 18:53:00.000,2018-10-19 20:50:00.000,13.233333333333333
481,94.067795,,2018-10-19 20:50:00.000,2018-10-19 18:53:00.000,UTC-0400,2018-10-19 21:05:18.324,2018-10-19 21:05:18.324,1.95,2018-10-19,Friday,2018-10,18,20,2018-10-19 23:11:00.000,2018-10-20 06:29:00.000,2.35
461,93.849655,,2018-10-20 06:29:00.000,2018-10-19 23:11:00.000,UTC-0400,2018-10-20 06:30:27.431,2018-10-20 06:30:27.431,7.3,2018-10-19,Friday,2018-10,23,6,2018-10-21 00:48:00.000,2018-10-21 08:57:00.000,18.316666666666666
255,89.79590999999998,,2018-10-21 08:57:00.000,2018-10-21 00:48:00.000,UTC-0400,2018-10-21 08:59:04.288,2018-10-21 08:59:04.288,8.15,2018-10-21,Sunday,2018-10,0,8,2018-10-21 16:56:00.000,2018-10-21 18:39:00.000,7.983333333333333
133,90.38461,,2018-10-21 18:39:00.000,2018-10-21 16:56:00.000,UTC-0400,2018-10-21 18:53:58.284,2018-10-21 18:53:58.284,1.7166666666666666,2018-10-21,Sunday,2018-10,16,18,2018-10-21 23:54:00.000,2018-10-22 06:36:00.000,5.25
307,93.03483,,2018-10-22 06:36:00.000,2018-10-21 23:54:00.000,UTC-0400,2018-10-22 06:36:45.452,2018-10-22 06:36:45.452,6.7,2018-10-21,Sunday,2018-10,23,6,2018-10-22 21:30:00.000,2018-10-23 06:16:00.000,14.9
477,91.84061,,2018-10-23 06:16:00.000,2018-10-22 21:30:00.000,UTC-0400,2018-10-23 06:31:01.281,2018-10-23 06:31:01.281,8.766666666666667,2018-10-22,Monday,2018-10,21,6,2018-10-23 17:42:00.000,2018-10-24 06:22:00.000,11.433333333333334
475,93.40659,,2018-10-24 06:22:00.000,2018-10-23 17:42:00.000,UTC-0400,2018-10-23 19:27:22.292,2018-10-23 19:27:22.292,12.666666666666666,2018-10-23,Tuesday,2018-10,17,19,2018-10-24 22:46:00.000,2018-10-25 05:33:00.000,16.4
73,95.34314,,2018-10-25 05:33:00.000,2018-10-24 22:46:00.000,UTC-0400,2018-10-25 05:47:39.274,2018-10-25 05:47:39.274,6.783333333333333,2018-10-24,Wednesday,2018-10,22,5,2018-10-25 21:08:00.000,2018-10-26 07:02:00.000,15.583333333333334
273,92.25589,,2018-10-26 07:02:00.000,2018-10-25 21:08:00.000,UTC-0400,2018-10-26 07:02:35.787,2018-10-26 07:02:35.787,9.9,2018-10-25,Thursday,2018-10,21,7,2018-10-26 22:50:00.000,2018-10-27 07:34:00.000,15.8
376,91.61905,,2018-10-27 07:34:00.000,2018-10-26 22:50:00.000,UTC-0400,2018-10-27 07:35:26.584,2018-10-27 07:35:26.584,8.733333333333333,2018-10-26,Friday,2018-10,22,7,2018-10-27 15:11:00.000,2018-10-27 17:31:00.000,7.616666666666666
271,92.90781,,2018-10-27 17:31:00.000,2018-10-27 15:11:00.000,UTC-0400,2018-10-27 17:32:13.822,2018-10-27 17:32:13.822,2.3333333333333335,2018-10-27,Saturday,2018-10,15,17,2018-10-27 22:51:00.000,2018-10-28 06:33:00.000,5.333333333333333
367,92.00864,,2018-10-28 06:33:00.000,2018-10-27 22:51:00.000,UTC-0400,2018-10-28 06:34:22.999,2018-10-28 06:34:22.999,7.7,2018-10-27,Saturday,2018-10,22,6,2018-10-28 22:57:00.000,2018-10-29 06:26:00.000,16.4
202,93.98663,,2018-10-29 06:26:00.000,2018-10-28 22:57:00.000,UTC-0400,2018-10-29 06:26:34.724,2018-10-29 06:26:34.724,7.483333333333333,2018-10-28,Sunday,2018-10,22,6,2018-10-29 22:41:00.000,2018-10-30 05:41:00.000,16.25
353,91.2114,,2018-10-30 05:41:00.000,2018-10-29 22:41:00.000,UTC-0400,2018-10-30 05:56:23.271,2018-10-30 05:56:23.271,7.0,2018-10-29,Monday,2018-10,22,5,2018-10-30 22:17:00.000,2018-10-31 05:21:00.000,16.6
439,94.48621,,2018-10-31 05:21:00.000,2018-10-30 22:17:00.000,UTC-0400,2018-10-31 04:56:39.094,2018-10-31 04:56:39.094,7.066666666666666,2018-10-30,Tuesday,2018-10,22,4,2018-10-31 22:32:00.000,2018-11-01 05:52:00.000,17.183333333333334
143,92.11469,,2018-11-01 05:52:00.000,2018-10-31 22:32:00.000,UTC-0400,2018-11-01 03:12:11.798,2018-11-01 03:12:11.798,7.333333333333333,2018-10-31,Wednesday,2018-10,22,3,2018-11-02 00:09:00.000,2018-11-02 07:31:00.000,18.283333333333335
442,94.13093,,2018-11-02 07:31:00.000,2018-11-02 00:09:00.000,UTC-0400,2018-11-02 07:32:18.073,2018-11-02 07:32:18.073,7.366666666666666,2018-11-02,Friday,2018-11,0,7,2018-11-02 18:24:00.000,2018-11-02 19:39:00.000,10.883333333333333
354,92.10526,,2018-11-02 19:39:00.000,2018-11-02 18:24:00.000,UTC-0400,2018-11-02 19:54:10.268,2018-11-02 19:54:10.268,1.25,2018-11-02,Friday,2018-11,18,19,2018-11-03 00:51:00.000,2018-11-03 07:02:00.000,5.2
220,95.68733,,2018-11-03 07:02:00.000,2018-11-03 00:51:00.000,UTC-0400,2018-11-03 07:02:44.189,2018-11-03 07:02:44.189,6.183333333333334,2018-11-03,Saturday,2018-11,0,7,2018-11-03 14:17:00.000,2018-11-03 15:48:00.000,7.25
383,92.391304,,2018-11-03 15:48:00.000,2018-11-03 14:17:00.000,UTC-0400,2018-11-03 16:03:24.233,2018-11-03 16:03:24.233,1.5166666666666666,2018-11-03,Saturday,2018-11,14,15,2018-11-03 23:50:00.000,2018-11-04 06:54:00.000,8.033333333333333
231,92.98969,,2018-11-04 06:54:00.000,2018-11-03 23:50:00.000,UTC-0500,2018-11-04 06:56:27.310,2018-11-04 06:56:27.310,7.066666666666666,2018-11-03,Saturday,2018-11,23,6,2018-11-04 22:21:00.000,2018-11-05 06:31:00.000,15.45
119,91.224495,,2018-11-05 06:31:00.000,2018-11-04 22:21:00.000,UTC-0500,2018-11-05 06:31:53.276,2018-11-05 06:31:53.276,8.166666666666666,2018-11-04,Sunday,2018-11,22,6,2018-11-05 20:29:00.000,2018-11-06 06:56:00.000,13.966666666666667
289,89.49044,,2018-11-06 06:56:00.000,2018-11-05 20:29:00.000,UTC-0500,2018-11-06 06:57:16.108,2018-11-06 06:57:16.108,10.45,2018-11-05,Monday,2018-11,20,6,2018-11-06 22:41:00.000,2018-11-07 06:28:00.000,15.75
14,90.17094,,2018-11-07 06:28:00.000,2018-11-06 22:41:00.000,UTC-0500,2018-11-07 06:36:44.273,2018-11-07 06:36:44.273,7.783333333333333,2018-11-06,Tuesday,2018-11,22,6,2018-11-07 22:41:00.000,2018-11-08 05:37:00.000,16.216666666666665
309,90.625,,2018-11-08 05:37:00.000,2018-11-07 22:41:00.000,UTC-0500,2018-11-08 05:37:57.040,2018-11-08 05:37:57.040,6.933333333333334,2018-11-07,Wednesday,2018-11,22,5,2018-11-08 20:51:00.000,2018-11-09 07:31:00.000,15.233333333333333
402,90.48362,,2018-11-09 07:31:00.000,2018-11-08 20:51:00.000,UTC-0500,2018-11-09 07:32:51.469,2018-11-09 07:32:51.469,10.666666666666666,2018-11-08,Thursday,2018-11,20,7,2018-11-09 22:49:00.000,2018-11-10 07:00:00.000,15.3
456,89.61303000000002,,2018-11-10 07:00:00.000,2018-11-09 22:49:00.000,UTC-0500,2018-11-10 07:00:22.647,2018-11-10 07:00:22.647,8.183333333333334,2018-11-09,Friday,2018-11,22,7,2018-11-10 23:48:00.000,2018-11-11 07:40:00.000,16.8
201,88.58351,,2018-11-11 07:40:00.000,2018-11-10 23:48:00.000,UTC-0500,2018-11-11 07:54:36.280,2018-11-11 07:54:36.280,7.866666666666666,2018-11-10,Saturday,2018-11,23,7,2018-11-11 22:01:00.000,2018-11-12 06:13:00.000,14.35
388,88.2353,,2018-11-12 06:13:00.000,2018-11-11 22:01:00.000,UTC-0500,2018-11-12 06:19:37.295,2018-11-12 06:19:37.295,8.2,2018-11-11,Sunday,2018-11,22,6,2018-11-12 21:33:00.000,2018-11-13 06:03:00.000,15.333333333333334
355,91.71429,,2018-11-13 06:03:00.000,2018-11-12 21:33:00.000,UTC-0500,2018-11-13 03:23:47.678,2018-11-13 03:23:47.678,8.5,2018-11-12,Monday,2018-11,21,3,2018-11-14 22:25:00.000,2018-11-15 05:46:00.000,16.366666666666667
264,93.66516,,2018-11-15 05:46:00.000,2018-11-14 22:25:00.000,UTC-0500,2018-11-15 05:47:47.254,2018-11-15 05:47:47.254,7.35,2018-11-14,Wednesday,2018-11,22,5,2018-11-15 21:53:00.000,2018-11-16 06:18:00.000,16.116666666666667
343,91.68317,,2018-11-16 06:18:00.000,2018-11-15 21:53:00.000,UTC-0500,2018-11-16 06:18:59.632,2018-11-16 06:18:59.632,8.416666666666666,2018-11-15,Thursday,2018-11,21,6,2018-11-16 21:49:00.000,2018-11-17 07:03:00.000,15.516666666666667
239,91.17117,,2018-11-17 07:03:00.000,2018-11-16 21:49:00.000,UTC-0500,2018-11-17 07:04:35.511,2018-11-17 07:04:35.511,9.233333333333333,2018-11-16,Friday,2018-11,21,7,2018-11-17 13:39:00.000,2018-11-17 15:12:00.000,6.6
88,89.3617,,2018-11-17 15:12:00.000,2018-11-17 13:39:00.000,UTC-0500,2018-11-17 15:27:29.259,2018-11-17 15:27:29.259,1.55,2018-11-17,Saturday,2018-11,13,15,2018-11-18 01:05:00.000,2018-11-18 07:35:00.000,9.883333333333333
274,91.81586,,2018-11-18 07:35:00.000,2018-11-18 01:05:00.000,UTC-0500,2018-11-18 07:36:43.965,2018-11-18 07:36:43.965,6.5,2018-11-18,Sunday,2018-11,1,7,2018-11-18 22:09:00.000,2018-11-19 07:01:00.000,14.566666666666666
435,87.80488000000003,,2018-11-19 07:01:00.000,2018-11-18 22:09:00.000,UTC-0500,2018-11-19 07:15:45.263,2018-11-19 07:15:45.263,8.866666666666667,2018-11-18,Sunday,2018-11,22,7,2018-11-19 22:17:00.000,2018-11-20 05:52:00.000,15.266666666666667
495,91.39785,,2018-11-20 05:52:00.000,2018-11-19 22:17:00.000,UTC-0500,2018-11-20 04:43:02.300,2018-11-20 04:43:02.300,7.583333333333333,2018-11-19,Monday,2018-11,22,4,2018-11-20 21:34:00.000,2018-11-21 06:39:00.000,15.7
282,92.840096,,2018-11-21 06:39:00.000,2018-11-20 21:34:00.000,UTC-0500,2018-11-21 04:33:21.985,2018-11-21 04:33:21.985,9.083333333333334,2018-11-20,Tuesday,2018-11,21,4,2018-11-21 21:59:00.000,2018-11-22 05:35:00.000,15.333333333333334
90,92.341354,,2018-11-22 05:35:00.000,2018-11-21 21:59:00.000,UTC-0500,2018-11-22 05:36:12.261,2018-11-22 05:36:12.261,7.6,2018-11-21,Wednesday,2018-11,21,5,2018-11-22 22:14:00.000,2018-11-23 06:52:00.000,16.65
496,89.980736,,2018-11-23 06:52:00.000,2018-11-22 22:14:00.000,UTC-0500,2018-11-23 07:07:22.308,2018-11-23 07:07:22.308,8.633333333333333,2018-11-22,Thursday,2018-11,22,6,2018-11-23 21:10:00.000,2018-11-24 05:26:00.000,14.3
3,92.55533,,2018-11-24 05:26:00.000,2018-11-23 21:10:00.000,UTC-0500,2018-11-24 05:27:50.788,2018-11-24 05:27:50.788,8.266666666666667,2018-11-23,Friday,2018-11,21,5,2018-11-24 07:32:00.000,2018-11-24 08:48:00.000,2.1
163,92.20779,,2018-11-24 08:48:00.000,2018-11-24 07:32:00.000,UTC-0500,2018-11-24 09:03:18.342,2018-11-24 09:03:18.342,1.2666666666666666,2018-11-24,Saturday,2018-11,7,8,2018-11-24 22:24:00.000,2018-11-25 06:26:00.000,13.6
12,91.30435,,2018-11-25 06:26:00.000,2018-11-24 22:24:00.000,UTC-0500,2018-11-25 06:27:35.592,2018-11-25 06:27:35.592,8.033333333333333,2018-11-24,Saturday,2018-11,22,6,2018-11-25 22:07:00.000,2018-11-26 06:22:00.000,15.683333333333334
315,92.1371,,2018-11-26 06:22:00.000,2018-11-25 22:07:00.000,UTC-0500,2018-11-26 06:36:33.287,2018-11-26 06:36:33.287,8.25,2018-11-25,Sunday,2018-11,22,6,2018-11-26 21:38:00.000,2018-11-27 05:36:00.000,15.266666666666667
489,90.18789,,2018-11-27 05:36:00.000,2018-11-26 21:38:00.000,UTC-0500,2018-11-27 05:37:55.417,2018-11-27 05:37:55.417,7.966666666666667,2018-11-26,Monday,2018-11,21,5,2018-11-27 21:12:00.000,2018-11-28 05:59:00.000,15.6
36,89.393936,,2018-11-28 05:59:00.000,2018-11-27 21:12:00.000,UTC-0500,2018-11-28 06:00:52.322,2018-11-28 06:00:52.322,8.783333333333333,2018-11-27,Tuesday,2018-11,21,5,2018-11-28 22:43:00.000,2018-11-29 05:49:00.000,16.733333333333334
6,92.27166,,2018-11-29 05:49:00.000,2018-11-28 22:43:00.000,UTC-0500,2018-11-29 05:51:02.352,2018-11-29 05:51:02.352,7.1,2018-11-28,Wednesday,2018-11,22,5,2018-11-29 16:26:00.000,2018-11-29 18:31:00.000,10.616666666666667
236,84.12698,,2018-11-29 18:31:00.000,2018-11-29 16:26:00.000,UTC-0500,2018-11-29 18:46:23.289,2018-11-29 18:46:23.289,2.0833333333333335,2018-11-29,Thursday,2018-11,16,18,2018-11-29 23:17:00.000,2018-11-30 06:30:00.000,4.766666666666667
206,90.78341,,2018-11-30 06:30:00.000,2018-11-29 23:17:00.000,UTC-0500,2018-11-30 06:45:16.270,2018-11-30 06:45:16.270,7.216666666666667,2018-11-29,Thursday,2018-11,23,6,2018-11-30 22:45:00.000,2018-12-01 08:24:00.000,16.25
51,92.5734,,2018-12-01 08:24:00.000,2018-11-30 22:45:00.000,UTC-0500,2018-12-01 08:24:31.452,2018-12-01 08:24:31.452,9.65,2018-11-30,Friday,2018-11,22,8,2018-12-01 15:58:00.000,2018-12-01 17:18:00.000,7.566666666666666
113,88.88889,,2018-12-01 17:18:00.000,2018-12-01 15:58:00.000,UTC-0500,2018-12-01 17:32:49.266,2018-12-01 17:32:49.266,1.3333333333333333,2018-12-01,Saturday,2018-12,15,17,2018-12-02 00:36:00.000,2018-12-02 07:34:00.000,7.3
453,92.36277,,2018-12-02 07:34:00.000,2018-12-02 00:36:00.000,UTC-0500,2018-12-02 07:36:17.370,2018-12-02 07:36:17.370,6.966666666666667,2018-12-02,Sunday,2018-12,0,7,2018-12-02 22:42:00.000,2018-12-03 06:56:00.000,15.133333333333333
422,90.50505,,2018-12-03 06:56:00.000,2018-12-02 22:42:00.000,UTC-0500,2018-12-03 06:58:49.848,2018-12-03 06:58:49.848,8.233333333333333,2018-12-02,Sunday,2018-12,22,6,2018-12-03 22:22:00.000,2018-12-04 07:41:00.000,15.433333333333334
317,88.66856,,2018-12-04 07:41:00.000,2018-12-03 22:22:00.000,UTC-0500,2018-12-04 04:15:35.230,2018-12-04 04:15:35.230,9.316666666666666,2018-12-03,Monday,2018-12,22,4,2018-12-04 21:55:00.000,2018-12-05 06:00:00.000,14.233333333333333
35,92.91045,,2018-12-05 06:00:00.000,2018-12-04 21:55:00.000,UTC-0500,2018-12-05 02:29:38.568,2018-12-05 02:29:38.568,8.083333333333334,2018-12-04,Tuesday,2018-12,21,2,2018-12-05 22:38:00.000,2018-12-06 06:33:00.000,16.633333333333333
120,90.44289,,2018-12-06 06:33:00.000,2018-12-05 22:38:00.000,UTC-0500,2018-12-06 05:47:27.502,2018-12-06 05:47:27.502,7.916666666666667,2018-12-05,Wednesday,2018-12,22,5,2018-12-06 22:27:00.000,2018-12-07 07:01:00.000,15.9
418,91.84466,,2018-12-07 07:01:00.000,2018-12-06 22:27:00.000,UTC-0500,2018-12-07 07:03:03.501,2018-12-07 07:03:03.501,8.566666666666666,2018-12-06,Thursday,2018-12,22,7,2018-12-07 22:04:00.000,2018-12-08 06:30:00.000,15.05
93,94.67456,,2018-12-08 06:30:00.000,2018-12-07 22:04:00.000,UTC-0500,2018-12-08 06:31:05.838,2018-12-08 06:31:05.838,8.433333333333334,2018-12-07,Friday,2018-12,22,6,2018-12-08 22:17:00.000,2018-12-09 08:18:00.000,15.783333333333333
396,93.04813,,2018-12-09 08:18:00.000,2018-12-08 22:17:00.000,UTC-0500,2018-12-09 04:31:13.345,2018-12-09 04:31:13.345,10.016666666666667,2018-12-08,Saturday,2018-12,22,4,2018-12-09 22:34:00.000,2018-12-10 08:10:00.000,14.266666666666667
85,90.52133,,2018-12-10 08:10:00.000,2018-12-09 22:34:00.000,UTC-0500,2018-12-10 02:18:38.261,2018-12-10 02:18:38.261,9.6,2018-12-09,Sunday,2018-12,22,2,2018-12-10 22:21:00.000,2018-12-11 06:33:00.000,14.183333333333334
358,91.85803,,2018-12-11 06:33:00.000,2018-12-10 22:21:00.000,UTC-0500,2018-12-11 06:34:16.144,2018-12-11 06:34:16.144,8.2,2018-12-10,Monday,2018-12,22,6,2018-12-11 23:07:00.000,2018-12-12 08:03:00.000,16.566666666666666
370,90.130356,,2018-12-12 08:03:00.000,2018-12-11 23:07:00.000,UTC-0500,2018-12-12 08:04:07.432,2018-12-12 08:04:07.432,8.933333333333334,2018-12-11,Tuesday,2018-12,23,8,2018-12-12 22:17:00.000,2018-12-13 05:41:00.000,14.233333333333333
248,87.64045,,2018-12-13 05:41:00.000,2018-12-12 22:17:00.000,UTC-0500,2018-12-13 05:46:29.602,2018-12-13 05:46:29.602,7.4,2018-12-12,Wednesday,2018-12,22,5,2018-12-13 21:43:00.000,2018-12-14 05:19:00.000,16.033333333333335
432,93.43545,,2018-12-14 05:19:00.000,2018-12-13 21:43:00.000,UTC-0500,2018-12-14 05:20:21.420,2018-12-14 05:20:21.420,7.6,2018-12-13,Thursday,2018-12,21,5,2018-12-14 22:28:00.000,2018-12-15 05:28:00.000,17.15
390,90.47619,,2018-12-15 05:28:00.000,2018-12-14 22:28:00.000,UTC-0500,2018-12-15 05:07:13.803,2018-12-15 05:07:13.803,7.0,2018-12-14,Friday,2018-12,22,5,2018-12-15 21:41:00.000,2018-12-16 07:00:00.000,16.216666666666665
19,89.54128,,2018-12-16 07:00:00.000,2018-12-15 21:41:00.000,UTC-0500,2018-12-16 07:00:23.008,2018-12-16 07:00:23.008,9.316666666666666,2018-12-15,Saturday,2018-12,21,7,2018-12-16 21:20:00.000,2018-12-17 06:11:00.000,14.333333333333334
438,90.01883000000002,,2018-12-17 06:11:00.000,2018-12-16 21:20:00.000,UTC-0500,2018-12-17 06:11:52.641,2018-12-17 06:11:52.641,8.85,2018-12-16,Sunday,2018-12,21,6,2018-12-18 00:11:00.000,2018-12-18 06:55:00.000,18.0
28,89.87654,,2018-12-18 06:55:00.000,2018-12-18 00:11:00.000,UTC-0500,2018-12-18 07:10:03.345,2018-12-18 07:10:03.345,6.733333333333333,2018-12-18,Tuesday,2018-12,0,6,2018-12-18 23:13:00.000,2018-12-19 07:38:00.000,16.3
364,91.30435,,2018-12-19 07:38:00.000,2018-12-18 23:13:00.000,UTC-0500,2018-12-19 07:43:51.518,2018-12-19 07:43:51.518,8.416666666666666,2018-12-18,Tuesday,2018-12,23,7,2018-12-19 23:20:00.000,2018-12-20 06:48:00.000,15.7
70,90.423164,,2018-12-20 06:48:00.000,2018-12-19 23:20:00.000,UTC-0500,2018-12-20 06:49:43.477,2018-12-20 06:49:43.477,7.466666666666667,2018-12-19,Wednesday,2018-12,23,6,2018-12-20 22:39:00.000,2018-12-21 08:01:00.000,15.85
303,90.94139,,2018-12-21 08:01:00.000,2018-12-20 22:39:00.000,UTC-0500,2018-12-21 08:16:03.263,2018-12-21 08:16:03.263,9.366666666666667,2018-12-20,Thursday,2018-12,22,8,2018-12-21 23:18:00.000,2018-12-22 07:32:00.000,15.283333333333333
467,90.890686,,2018-12-22 07:32:00.000,2018-12-21 23:18:00.000,UTC-0500,2018-12-22 07:32:43.990,2018-12-22 07:32:43.990,8.233333333333333,2018-12-21,Friday,2018-12,23,7,2018-12-22 22:40:00.000,2018-12-23 08:27:00.000,15.133333333333333
46,90.97104,,2018-12-23 08:27:00.000,2018-12-22 22:40:00.000,UTC-0500,2018-12-23 08:27:11.850,2018-12-23 08:27:11.850,9.783333333333333,2018-12-22,Saturday,2018-12,22,8,2018-12-24 00:00:00.000,2018-12-24 08:22:00.000,15.55
472,89.662025,,2018-12-24 08:22:00.000,2018-12-24 00:00:00.000,UTC-0500,2018-12-24 08:23:36.079,2018-12-24 08:23:36.079,8.366666666666667,2018-12-24,Monday,2018-12,0,8,2018-12-24 23:34:00.000,2018-12-25 06:55:00.000,15.2
267,90.04525,,2018-12-25 06:55:00.000,2018-12-24 23:34:00.000,UTC-0500,2018-12-25 06:56:26.968,2018-12-25 06:56:26.968,7.35,2018-12-24,Monday,2018-12,23,6,2018-12-25 23:39:00.000,2018-12-26 09:00:00.000,16.733333333333334
444,91.1032,,2018-12-26 09:00:00.000,2018-12-25 23:39:00.000,UTC-0500,2018-12-26 09:14:40.285,2018-12-26 09:14:40.285,9.35,2018-12-25,Tuesday,2018-12,23,9,2018-12-27 00:31:00.000,2018-12-27 08:53:00.000,15.516666666666667
476,89.86083,,2018-12-27 08:53:00.000,2018-12-27 00:31:00.000,UTC-0500,2018-12-27 09:08:01.285,2018-12-27 09:08:01.285,8.366666666666667,2018-12-27,Thursday,2018-12,0,8,2018-12-28 00:50:00.000,2018-12-28 09:17:00.000,15.95
437,94.76309,,2018-12-28 09:17:00.000,2018-12-28 00:50:00.000,UTC-0500,2018-12-28 07:32:49.552,2018-12-28 07:32:49.552,8.45,2018-12-28,Friday,2018-12,0,7,2018-12-28 23:04:00.000,2018-12-29 08:12:00.000,13.783333333333333
397,91.78832,,2018-12-29 08:12:00.000,2018-12-28 23:04:00.000,UTC-0500,2018-12-29 08:12:34.670,2018-12-29 08:12:34.670,9.133333333333333,2018-12-28,Friday,2018-12,23,8,2018-12-29 15:07:00.000,2018-12-29 17:21:00.000,6.916666666666667
254,82.96296,,2018-12-29 17:21:00.000,2018-12-29 15:07:00.000,UTC-0500,2018-12-29 17:36:28.276,2018-12-29 17:36:28.276,2.2333333333333334,2018-12-29,Saturday,2018-12,15,17,2018-12-30 00:58:00.000,2018-12-30 08:18:00.000,7.616666666666666
176,90.022675,,2018-12-30 08:18:00.000,2018-12-30 00:58:00.000,UTC-0500,2018-12-30 08:20:12.635,2018-12-30 08:20:12.635,7.333333333333333,2018-12-30,Sunday,2018-12,0,8,2018-12-31 00:47:00.000,2018-12-31 08:13:00.000,16.483333333333334
433,91.27517,,2018-12-31 08:13:00.000,2018-12-31 00:47:00.000,UTC-0500,2018-12-31 08:27:58.272,2018-12-31 08:27:58.272,7.433333333333334,2018-12-31,Monday,2018-12,0,8,2018-12-31 11:00:00.000,2018-12-31 12:18:00.000,2.783333333333333
82,94.936714,,2018-12-31 12:18:00.000,2018-12-31 11:00:00.000,UTC-0500,2018-12-31 12:33:25.286,2018-12-31 12:33:25.286,1.3,2018-12-31,Monday,2018-12,11,12,2018-12-31 23:55:00.000,2019-01-01 08:14:00.000,11.616666666666667
48,91.2,,2019-01-01 08:14:00.000,2018-12-31 23:55:00.000,UTC-0500,2019-01-01 08:29:13.707,2019-01-01 08:29:13.707,8.316666666666666,2018-12-31,Monday,2018-12,23,8,2019-01-01 23:11:00.000,2019-01-02 06:23:00.000,14.95
29,92.0,,2019-01-02 06:23:00.000,2019-01-01 23:11:00.000,UTC-0500,2019-01-02 03:46:45.577,2019-01-02 03:46:45.577,7.2,2019-01-01,Tuesday,2019-01,23,3,,,
